1983,3,0,0,1,0
1983,3,2,0,1,1
1983,3,5,0,1,0
1983,3,8,0,1,1
1983,3,11,0,1,1
1983,3,14,0,1,0
1983,3,17,0,1,0
1983,3,20,0,1,1
1983,3,23,0,1,0
1983,3,26,0,1,0
1983,3,29,0,1,0
1983,3,32,0,1,0
1983,3,35,0,1,0
1983,3,38,0,1,0
1983,3,41,0,1,1
1983,4,0,0,2,1
1983,4,2,0,2,1
1983,4,5,0,2,1
1983,4,8,0,2,1
1983,4,11,0,2,1
1983,4,14,0,2,0
1983,4,17,0,2,0
1983,4,20,0,2,0
1983,4,23,0,2,0
1983,4,26,0,2,0
1983,4,29,0,2,0
1983,4,32,0,2,0
1983,4,35,0,2,0
1983,4,38,0,2,0
1983,4,41,0,2,0
1984,1,0,0,3,1
1984,1,2,0,3,1
1984,1,5,0,3,0
1984,1,8,0,3,1
1984,1,11,0,3,0
1984,1,14,0,3,1
1984,1,17,0,3,0
1984,1,20,0,3,0
1984,1,23,0,3,0
1984,1,26,0,3,0
1984,1,29,0,3,1
1984,1,32,0,3,1
1984,1,35,0,3,0
1984,1,38,0,3,0
1984,1,41,0,3,0
1984,2,0,0,4,0
1984,2,2,0,4,1
1984,2,5,0,4,0
1984,2,8,0,4,1
1984,2,11,0,4,1
1984,2,14,0,4,0
1984,2,17,0,4,0
1984,2,20,0,4,0
1984,2,23,0,4,1
1984,2,26,0,4,1
1984,2,29,0,4,1
1984,2,32,0,4,0
1984,2,35,0,4,0
1984,2,38,0,4,0
1984,2,41,0,4,0
1984,3,0,0,5,1
1984,3,2,0,5,1
1984,3,5,0,5,1
1984,3,8,0,5,1
1984,3,11,0,5,1
1984,3,14,0,5,0
1984,3,17,0,5,0
1984,3,20,0,5,0
1984,3,23,0,5,0
1984,3,26,0,5,0
1984,3,29,0,5,0
1984,3,32,0,5,1
1984,3,35,0,5,0
1984,3,38,0,5,0
1984,3,41,0,5,1
1984,4,0,0,6,1
1984,4,2,0,6,1
1984,4,5,0,6,1
1984,4,8,0,6,1
1984,4,11,0,6,1
1984,4,14,0,6,1
1984,4,17,0,6,0
1984,4,20,0,6,1
1984,4,23,0,6,1
1984,4,26,0,6,0
1984,4,29,0,6,0
1984,4,32,0,6,0
1984,4,35,0,6,0
1984,4,38,0,6,0
1984,4,41,0,6,0
1985,1,0,0,7,1
1985,1,2,0,7,1
1985,1,5,0,7,1
1985,1,8,0,7,1
1985,1,11,0,7,1
1985,1,14,0,7,1
